Company,Contact Address,Specialization,Unnamed: 3,Website,Email
"Sak Infotech Limited,
Chennai","Website: www.sakinfotech.com Email:
info@sakinfotech.com","Euro Currency Conversion, Banking/ Financial
Software Solutions, E - Commerce Solutions,
Enterprise Systems Management",,www.sakinfotech.com,info@sakinfotech.com
"Sampatti.com Limited, New
Delhi","Website: www.sampatti.com Email:
info@sampatti.com",Property & Real Estate,,www.sampatti.com,info@sampatti.com
"Sampoorna Matchjobs.com
Pvt Ltd, Mumbai","Website: www.globalr2r.com Email:
satish.doshi@globalr2r.com",Global B2B exchange recruitment,,www.globalr2r.com,satish.doshi@globalr2r.com
"Samsung Electronics India
Software Operations (SISO),
Bangalore","Website: www.samsung.co.kr Email:
gyuchool@samsung.co.kr","Networking , Telecom, Communication Software",,www.samsung.co.kr,gyuchool@samsung.co.kr
"Samsung SDS Co. Ltd.,
Bangalore","Website: www.sds.samsung.com Email:
giridhar@samsungsdsindia.com","Internet based products/solutions, Package solutions
for small & medium operations",,www.sds.samsung.com,giridhar@samsungsdsindia.com
"Samsung SDS Infotech Pvt
Ltd, Gurgaon","Website: www.esamsungunit.com Email:
sidharth@esamsung.com","Software Development & Systems Integration,
Consulting for Embedded Systems, DataComm
Protocols, Telecom Applications, B2B/B2C
Exchanges, Groupware & Workflow, Enterprise
Relationship Management, Enterprise Application
Integration & ERP",,www.esamsungunit.com,sidharth@esamsung.com
"Samtech Infonet Ltd, New
Delhi","Website: www.samtechinfonet.com Email:
alok.gupta@samtechindia.com","E-commerce, Data centre services, Network services,
Systems Integration",,www.samtechinfonet.com,alok.gupta@samtechindia.com
"Samyak Infotech Pvt. Ltd.,
Ahmedabad","Website: www.samyak.com Email:
rgandhi@samyak.com","IT Enabled , E-commerce , Software Maintenance /
Migration , Software development services",,www.samyak.com,rgandhi@samyak.com
"Sanchez Capital Services
Private Limited, Mumbai","Website: www.sanchezindia.com Email:
rnayar@sanchezindia.com","Banking & financial services, Implementation
services, IT Consulting, product integration",,www.sanchezindia.com,rnayar@sanchezindia.com
"Sankhya Infotech Ltd,
Secunderabad","Website: www.sankhyainfotech.com Email:
n.sridhar@sankhyainfotech.com","Aviation, Logistics, Hospitality, Web based training",,www.sankhyainfotech.com,n.sridhar@sankhyainfotech.com
"Sanyo LSI Technology India
Pvt. Ltd., Bangalore","Website: www.sanyo.co.in Email:
raghu@sanyo.co.in","VLSI design, Embedded software development",,www.sanyo.co.in,raghu@sanyo.co.in
"SAP India Pvt. Ltd.,
Bangalore","Website: www.sap.com/india Email:
Ruth.Connolly@sap.com",ERP,,www.sap.com/india,Ruth.Connolly@sap.com
"Sapient Corporation Pvt Ltd,
New Delhi","Website: www.sapient.com Email:
agovil@sapient.com","Integrated strategies, Creatives, technology,
Experience Modelling",,www.sapient.com,agovil@sapient.com
"Sapphire Callnet Pvt Ltd,",Website: www.callnetindia.com Email:,"IT trainning, Call centre consulting, trainning &",,www.callnetindia.com,
New Delhi,mahendra_saxena@hotmail.com,"manpower provider, IT enabled services provider",,,
"Sar Softech Pvt Ltd, New
Delhi","Website: www.sarsoftech.com Email:
sarsoft@sarsoftech.com","Software development, IT Enabled Services
(GIS/CAD), E-commerce, Internet, Datawarehousing,
Data Processing",,www.sarsoftech.com,sarsoft@sarsoftech.com
Company,Contact Address,Specialization,,,
"Sara Infotech Pvt Ltd,
Mumbai","Website: www.sarainfotech.com Email:
sara@giasbm01.vsnl.net.in","Packaged software development, Onsite / Offshore
services, Enterprise resource planning, Consultancy
and training, Turnkey projects",,www.sarainfotech.com,sara@giasbm01.vsnl.net.in
"Sarla Technologies, Navi
Mumbai","Website: www.pidilite.com Email:
apmehta@pidilite.com","LIMS, CMMS, Industrial Research Software, MPU",,www.pidilite.com,apmehta@pidilite.com
"SAS Global Services Pvt.
Ltd., Pune","Website: www.sas.com/sgs Email:
surekha.deshpande@sas.com","Business Intelligence Solutions, Data Mining, Data
Warehousing",,www.sas.com/sgs,surekha.deshpande@sas.com
"Sasken Communication
Technologies Limited,
Bangalore","Website: www.sasi.com Email:
rajiv@sasi.com","Telecommunications, Signal Processing, Design
Automation",,www.sasi.com,rajiv@sasi.com
"Satya Infosoft Pvt Ltd, New
Delhi","Website: www.sispl.com Email:
jogendra@sispl.com","E-business solutions, Web solutions, M-commerce
business solutions, IT Consulting & Training",,www.sispl.com,jogendra@sispl.com
"Satyam Computer Services
Ltd., Secunderabad","Website: www.satyam.com Email:
svl_narayan@satyam.com","Application development and support, Legacy
maintenance, Year 2000 and Euro Conversion, E-
commerce and Internet technologies, Engineering
services (CAD/CAMCAE)",,www.satyam.com,svl_narayan@satyam.com
"Saven Technologies Limited,
Hyderabad","Website: www.saventech.com Email:
saventec@hd2.dot.net.in","Object Oriented Technology, Advance IT Training
(Authorised Training Centre for Java - Partner with
Sun Microsystems), Client Server Technology, GIS /
CAD / CAM",,www.saventech.com,saventec@hd2.dot.net.in
"Savex Softech Pvt.Ltd.,:
Mumbai","Website: www.savexsoftech.com Email:
parag.doshi@savexsoftech.com","Client Server solution, Web-enabling of information,
IT Enabled services, E- Commerce consulting",,www.savexsoftech.com,parag.doshi@savexsoftech.com
"SCM Microsystems (India)
Pvt Ltd, Chennai",Website: www.scmmicro.com,"Parallel Port, USB, 1394, ASIC design, Windows
device drivers, System Software Applications",,www.scmmicro.com,
"Score Information
Technologies Ltd., Calcutta","Website: www.kankariagroup.com Email:
score@kankariagroup.com","IT Education & Training, Software development, Web
development, Resouconsultancy",,www.kankariagroup.com,score@kankariagroup.com
"SDRC India Pvt. Ltd.,
Gurgaon",Website: www.sdrc.com,"CAD / CAM / CAE, PDM - Product Data
Management, Reverse engineering, Quality Testing
and Inspection, Consultancy & Services",,www.sdrc.com,
"Searchlight India Ltd,
Mumbai",Email: silindia@bom4.vsnl.net.in,"IT Enabled Services, Web contant development,
Internet & E-commerce, Intranet",,,silindia@bom4.vsnl.net.in
"SeE Consulting Pvt. Ltd.,
Bangalore","Website: www.seeconsulting.com Email:
sanjeev@seeconsulting.com","Telecom & wireless services, e-Business, Banking,
Utilities & Power",,www.seeconsulting.com,sanjeev@seeconsulting.com
"SEEC Technologies Asia
Private. Limited., Hyderabad","Website: www.seecasia.com Email:
kbuddhiraju@seecasia.com",Legacy Cobol Re-engineering,,www.seecasia.com,kbuddhiraju@seecasia.com
"Selectronic Equipment &
Services Pvt. Ltd., Gurgaon","Website: www.selectronicmt.com Email:
veers@del2.vsnl.net.in","Medical transcription, Data Processing",,www.selectronicmt.com,veers@del2.vsnl.net.in
"Semaphore Soft Pvt Ltd,
Bangalore","Website: www.semaphore.co.in Email:
care@semaphore.co.in","Coding industrial and scientific instrumentation;
conversion of communication protocols; processor
modeling in `C'; Web enabled e Appliances",,www.semaphore.co.in,care@semaphore.co.in
"Servion Global Solutions Ltd,
Chennai","Website: www.servion.com Email:
raghunadan@servion.com","Contact centre, Web enabled call centre, CRM
system integration",,www.servion.com,raghunadan@servion.com
"Shapre Global Info Services
Limited, Chennai","Website: www.shapreglobal.com Email:
shapre@shapreglobal.com","E - Commerce Solutions, CAD / CAE/ GIS Solutions,
Communication Software, Multimedia",,www.shapreglobal.com,shapre@shapreglobal.com
"Shoghi Communications Pvt
ltd, New Delhi","Website: www.shoghi.co.in Email:
shoghi@nde.vsnl.net.in","Encryption Solutions, E-services & solutions,
Customised Software Solutions, training & Education,
Java /Corba/Con/ Dcom",,www.shoghi.co.in,shoghi@nde.vsnl.net.in
"Shyama Software Solutions
(I) Pvt Ltd","Website: www.shyamasoft.com Email:
binod@shyamasoft.com","Web centric & extranet solutions, E-commerce
application, GIS database & application development,",,www.shyamasoft.com,binod@shyamasoft.com
"Specialisation: Location:
New Delhi",,Multimedia based content development,,,
"Siemens Information
Systems Ltd., Mumbai","Website: www.sislindia.com Email:
anil.laud@sisl.co.in","Core Software Engineering in Medical, Telecom &
Transportation domains, SAP R/3 Product Reseller
and largest Implementer, High end consulting in the",,www.sislindia.com,anil.laud@sisl.co.in
Company,Contact Address,Specialization,,,
,,"area of Supply Chain Management / Customer
relationship Management, Hospital Information
Systems",,,
"Siemens Public
Communications Network
Ltd., Bangalore",Email: christopher.john@blr.spcnl.co.in,Telecom Software,,,christopher.john@blr.spcnl.co.in
"Siemens Shared Services
India Pvt Ltd, Bangalore",Email: munjuluri.rao@blr1.siemens.co.in,IT Enabled services,,,munjuluri.rao@blr1.siemens.co.in
"Sierra Optima Ltd.,
Hyderabad","Website: www.SierraOpt.com Email:
skhendry@sierraopt.com","Custom Development & Integration; Product
Implementation & Upgrade; Maintenance & Support;
Enterprise Application Integration (EAI), B2B, Process
Integration, eCRM, Oracle eBusiness Suite, Business
Intelligence & Data warehousing, ERP Services",,www.SierraOpt.com,skhendry@sierraopt.com
"Silver Valley
Communications Ltd,
Kolkata","Website: www.silvervalleyworld.com Email:
gkundu@silvervalleyworld.com","E-commerce solutions, Interactive wensite/portal
development, Client/Server software development, M-
commerce",,www.silvervalleyworld.com,gkundu@silvervalleyworld.com
"Silverline Technologies Ltd.,
Mumbai","Website: www.silverline.com Email:
kumars@silverline.com","Premier eBusiness consulting and IT services
company. Delivers development and integration
services to automotive/discrete manufacturing,
financial services, healthcare/insurance, technology
and telecommunications industry",,www.silverline.com,kumars@silverline.com
"Simplysoft Technologies Pvt
Ltd, Bangalore","Website: www.simplysofttech.com Email:
pvasads@simplysofttech.com","Product Selling-accounting solutions, E-learning,
Software development, ASP",,www.simplysofttech.com,pvasads@simplysofttech.com
"SIP Technologies & Exports
Ltd, Chennai","Website: www.siptech.com Email:
info@siptech.co.in","Internet / Java Technologies, CAD / CAM and
Engineering Services, Enterprise Applications",,www.siptech.com,info@siptech.co.in
"Siri Technologies Private
Limited, Bangalore","Website: www.siri.co.in Email:
vikram.m@siri.co.in","Offshore Maintenance, Off Shore services, Turnkey
Projects",,www.siri.co.in,vikram.m@siri.co.in
"Sitel India Pvt Ltd, Mumbai","Website: www.sitel-india.com Email:
sudipto.mukherjee@sitel-india.com","Customer Acquisition, Technical support, Customer
Care",,www.sitel-india.com,sudipto.mukherjee@sitel-india.com
"Skyline e-tech, Cochin","Website: www.skytlineetech.com Email:
skylines@md3.vsnl.net.in","Software solutions for builders, contractors,
Estimation software,",,www.skytlineetech.com,skylines@md3.vsnl.net.in
"Skytech Solutions Pvt Ltd,
Calcutta","Website: www.skytechsolutions.com Email:
dkchaudhuri@skytechsolutions.com",Airline and Transpotation Software Solutions,,www.skytechsolutions.com,dkchaudhuri@skytechsolutions.com
"SLK Software Services Pvt
Ltd, Bangalore","Website: www.slk-soft.com Email:
jayakumar@slk-soft.com","Distribution & demand Chain Management, B2B &
B2C E-commerce Solutions, Online Training,
Workflow based office automation solution, Flood
Insurance",,www.slk-soft.com,jayakumar@slk-soft.com
"SLM Soft India Pvt Ltd,
Mumbai","Website: www.sawaal.com Email:
manu@sawaal.com","Internat and E - Commerce- Both Consulting related
Products, High performance web- based products",,www.sawaal.com,manu@sawaal.com
"SM Telesys Ltd, New Delhi","Website: www.smtelesys.com Email:
smes@vsnl.com","Computerising cable network, GIS, Computerised
paging, Project feasibility",,www.smtelesys.com,smes@vsnl.com
"SmartData Enterprises
(India) Ltd, Chandigarh","Website: www.smartdatainc.com Email:
rajanv@smartdatainc.com","Offshore / Onshore Software Consulting, Data
Management, Data Analysis, Mining and Processing,
E-Commerce, Web enabled applications, IT Enabled
Services, Application development / Maintenance,
Application Reengineering",,www.smartdatainc.com,rajanv@smartdatainc.com
"SNS Technologies Pvt Ltd,
Pune","Website: www.snstech.com Email:
jayant.deshmukh@snstech.com","Quality Assurance & Testing, Web application
Development, Contect Aggregation",,www.snstech.com,jayant.deshmukh@snstech.com
Sobha Renaissance,Website: www.renaissance-it.com Email:,"Healthcare: EHS, Enterprise consulting, Re-",,www.renaissance-it.com,
"Information Technology,
Bangalore",madhu@renaissance-it.com,engineering,,,
"Soft Systems Pvt. Ltd.,
Cochin","Website: www.softsystemsindia.com Email:
achamma@softsystemsindia.com","Agri - ERP Solution, Software Consultancy",,www.softsystemsindia.com,achamma@softsystemsindia.com
Company,Contact Address,Specialization,,,
"SoftDEL Systems Ltd.,
Mumbai","Website: www.softdel.com Email:
sunil.dalal@dalal-group.com","Open Systems, embedded system, Real time system,
software solution& services for intelligent devices",,www.softdel.com,sunil.dalal@dalal-group.com
"Softek Limited
Specialisation:
Location: New Delhi","Website: www.softeklimited.com Email:
murali@softek.co.in","Application Re-engineering using client server
technology, Product development and support,
Custom Application Development, Maintenance
support and porting, On-Site Services",,www.softeklimited.com,murali@softek.co.in
"SoftProjex (India) Limited,
Hyderabad","Website: www.softprojex.com Email:
dinesh@softprojex.com","CRM, Wireless, Voice, SCM",,www.softprojex.com,dinesh@softprojex.com
"Software Technology Park –
Patna, Patna","Website: www.iibm.org Email:
uksingh@vsnl.com","Training and Research, Consultancy, Software
Production, Internet and web development",,www.iibm.org,uksingh@vsnl.com
"Software Technology Parks
Of India, New Delhi","Website: www.stpi.soft.net Email:
manas@stpi.soft.net","High Speed Data Communication, Infrastructure for
Software Development",,www.stpi.soft.net,manas@stpi.soft.net
"Solitar Systems (India) Pvt
Ltd, Gurgaon","Website: www.solitarysystems.com Email:
a.kumar@solitarysystems.com","e-CRM, e-learning, e-commerce, e-business
applications",,www.solitarysystems.com,a.kumar@solitarysystems.com
"SolutionNET India (Pvt ) Ltd,
Chennai","Website: www.nsavvy.com Email:
atul@navvy.com","Software consulting, software products & services, E-
commerce based solutions, project management &
systems integration, internet banking",,www.nsavvy.com,atul@navvy.com
"Solutions Infosystems Pvt.
Ltd., New Delhi","Website: www.siworldwide.com Email:
anil@siworldwide.com","eBusiness,eMarkets, Technology Audits & course
corrections",,www.siworldwide.com,anil@siworldwide.com
"Solutions Integrated
Marketing Services Pvt Ltd.,
New Delhi","Website: www.solutions-intg.com Email:
srikant@solutions-intg.com","Call Centers, Channel & Distribution support,
DirectMarketing, Web & Internet support, Customer
Acquisition support",,www.solutions-intg.com,srikant@solutions-intg.com
"Sonata Software Limited,
Bangalore","Website: www.sonata-software.com Email:
info@sonata-software.com","Product / Application Development : Re-engineering
of Products / Applications Localization of Software,
Conversion, Migration & Maintenance of Software
Applications / Products, Consulting Services :
Groupware, RDBMS / Datawarehousing, Web
Technologies /",,www.sonata-software.com,info@sonata-software.com
"Southstar Data Consultants
Pvt. Ltd., Bangalore",Email: southstar@vsnl.com,"Software Products, IT Consulting",,,southstar@vsnl.com
"Sovika Infotek Ltd., Mumbai","Website: www.sovikainfotek.com Email:
sparag@sovika.com","Product Development, Internet, Intranet Solutions,
JAVA Development, Client Server.",,www.sovikainfotek.com,sparag@sovika.com
"SPA Software Pvt. Ltd.,
Mumbai","Website: www.spasoftwareindia.com Email:
spa@vvsnl.com",Software for Construction Management,,www.spasoftwareindia.com,spa@vvsnl.com
"Speck Systems Limited,
Hyderabad","Website: www.specksystems.com Email:
speck@hd2.dot.net.in","Topographical Mapping, Cadastral Mapping,
Infrastructure Mapping, AM/FM/GIS",,www.specksystems.com,speck@hd2.dot.net.in
"Spectramind eServices
Private Limited
Specialisation: Location:
New Delhi","Website: www.spectramind.com Email:
raman.roy@spectramind.com","I.T. Enabled Services, Internet-based/Web enabled
Services, Remote Office Processing Services,
Transaction Processing and fulfilment",,www.spectramind.com,raman.roy@spectramind.com
"SQL Star International
Limited, Hyderabad","Website: www.sqlstarintl.com Email:
Rakeshg@sqlstarintl.com","Web enabled - MS-IIS, Visual Interdev, Java ASP,
Oracle - Designer, Developer and Applications, IBM
based - AS/400, Mainframes using PC Simulation,
Data & Object Modeling, VB, VC++",,www.sqlstarintl.com,Rakeshg@sqlstarintl.com
"SRA Systems Ltd., Chennai","Website: www.srasys.co.in Email:
rrm@srasys.co.in","Document Management / Knowledge Management /
Imaging, E-commerce & Web Development, Software
Projects, Consulting & Contracting",,www.srasys.co.in,rrm@srasys.co.in
"SRF Infotel (A Division of
SRF Ltd ), Chennai",Email: sramola@srf-limited.com,"Business process outsourcing, data
management/accounting back office, ERP",,,sramola@srf-limited.com
,,"implementation, Intranet/workflow application
development",,,
"Srishti Software Private
Limited, Bangalore","Website: www.srishtisoft.com Email:
ajay@srishtisoft.com","E - Commerce / E-Banking, COM / DCOM, CORBA /
JAVA - RMI, Web-Based Application",,www.srishtisoft.com,ajay@srishtisoft.com
Company,Contact Address,Specialization,,,
"SRM Technologies Limited,
Chennai","Website: www.srmsoft.com Email:
srm@srmsoft.co.in","Software development, Consultancy Services, Rubui
Domain Training",,www.srmsoft.com,srm@srmsoft.co.in
"SSG Software Systems (P)
Ltd., Bangalore","Website: www.ssgindia.com Email:
sabya@giasbg01.vsnl.net.in","C/S Business Application, Web-enabled Business
Application , Migration of Software Applications,
RDBMS based Application",,www.ssgindia.com,sabya@giasbg01.vsnl.net.in
"SSI Technologies, Chennai","Website: www.ssi-technologies.com Email:
shrini@ssitechnologies.com","Banking, Telecom, Securities, Health care",,www.ssi-technologies.com,shrini@ssitechnologies.com
"Sterling Infotech Limited,
Chennai","Website: www.sterlingcarnegie.com Email:
genius@ddsl.net","Internet, Multimedia, Software Application
Development, Network Solutions, Portal Development
and Internet related solutions",,www.sterlingcarnegie.com,genius@ddsl.net
"Stream Tracmail Pvt. Ltd.,
Mumbai","Website: www.stream.com Email:
k_Ramesh@stream.com",Call Centre providing Technical support,,www.stream.com,k_Ramesh@stream.com
"Subex Systems Limited,
Bangalore","Website: www.subexgroup.com Email:
subex@subexgroup.com","Off-shore software development and On-site
consultancy for telecom application software,
Operations Support Software Solutions such as
Telecom Network Inventory and Asset Management,
Trouble Ticketing, Services Order Provisioning and
Mediation System, In",,www.subexgroup.com,subex@subexgroup.com
"Summit Information
Technologies Ltd, Gurgaon","Website: www.summitindia.com Email:
rkapoor@summitindia.com","Newspaper & Publishing Industry, Indian Languages,
Font Digitization, e-Commerce Solutions",,www.summitindia.com,rkapoor@summitindia.com
"SummitWorks Technologies
Pvt. Ltd., Chennai","Website: www.summitworks.com Email:
ssn@everestconsulting.net","Custom application development, Entreprise
application integration, Enterprise system support, E-
business solutions",,www.summitworks.com,ssn@everestconsulting.net
"Sun Informatics, Bhopal","Website: www.suninformatics.com Email:
suninform@yahoo.com","Education & training, Internet & E-commerce,
Software Consultance & projects, Networking
solutions",,www.suninformatics.com,suninform@yahoo.com
"Sun Microsystems India Pvt.
Ltd., Bangalore","Website: www.sun.com.sg Email:
bhaskar.pramanik@india.sun.com","Marketing and Support of RISC based workstations,
servers, internet products, Java, Training",,www.sun.com.sg,bhaskar.pramanik@india.sun.com
"Sundaram Infotech
Solutions, Chennai","Website: www.sundaraminfotech.com
Email: kswami@sundaraminfotech.com","Software products for Financial services, Oracle
based application, Network Consultancy &
implementation, Data Centre set-up & management",,www.sundaraminfotech.com,kswami@sundaraminfotech.com
"Sunquest Information
Systems (India) Pvt Ltd,
Bangalore","Website: www.sunquest.com Email:
harsha.patel@sunquest.com","Hospital Information Systems, Clinical Data
Management",,www.sunquest.com,harsha.patel@sunquest.com
"Suntec Business Solutions
Pvt. Ltd., Trivandrum","Website: www.suntecgroup.com Email:
nk@suntecsbs.com","Tranction billing solutions, Customer care,
Convergent billing, Relationship Management,
Infrastructure solutions",,www.suntecgroup.com,nk@suntecsbs.com
"Supertech Software &
Hardware Pvt. Ltd., New
Delhi","Website: www.smart-schools.com Email:
anjalir@ndf.vsnl.net.in","Commercial Software Development, Web-site
designing & hosting (Also available in Hindi),
Multimedia CD-ROM development (Educational &
Commercial) Offshore Software Development, Y2K
Solutions, Euro Currency Conversion, Development
of HTML based Software",,www.smart-schools.com,anjalir@ndf.vsnl.net.in
"Supertech Solutions Limited,
Pune","Website: www.supertech-solutions.com
Email: pradip_k@vsnl.com","Banking Solutions, E- learning, E- commerce
solutions",,www.supertech-solutions.com,pradip_k@vsnl.com
"Suvi Information Systems
Pvt Ltd, Indore","Website: www.suviinfo.com Email:
sunitak@suviinfo.com","XML & mobile computing, web-based solutions,
workflow management & software development, ERP
solutions",,www.suviinfo.com,sunitak@suviinfo.com
"Symantec Ltd, Mumbai",Website: www.symsntec.com Email:,Internet security system for Entreprise & individuals,,www.symsntec.com,
,jghosh@symantec.com,,,,
"Symco Software Pvt. Ltd.,
Mumbai",Email: symco@pobox.com,"Customer -built solutions, ERP Solutions, Integrated
Software, Hardware & Software Solutions",,,symco@pobox.com
"Synosoft Infotech (P) Ltd,
Hyderabad","Website: www.synosoft.com Email:
mail@synosoft.com","High-end Training, Software development, IT Enabled
Service, Software Products Marketing",,www.synosoft.com,mail@synosoft.com
Company,Contact Address,Specialization,,,
"Syntel (India) Ltd., Mumbai","Website: www.syntelinc.com Email:
baru_rao@syntelinc.com","Applications Management, Enterprise Resource
Planning (ERP) implementation, Development of
application systems in client server and internet
environments, E-Commerce and Data Warehousing,
Object and Component Development",,www.syntelinc.com,baru_rao@syntelinc.com
"Sysnet Associates (India)
Ltd., Bangalore","Website: www.sysnetindia.com Email:
sysnet@giasbg01.vsnl.net.in","Software Turnkey Assignment, ERP Product &
solution Provider, Software Project Management,
Quality Process Consulting, Back office support",,www.sysnetindia.com,sysnet@giasbg01.vsnl.net.in
"Systech Solutions Pvt. Ltd,
Chennai","Website: www.systechusa.com Email:
systech@systechusa.com","Datawarehousing, Business Intelligence, E-customers
relationship management, Enterprise resource
Planning, web Technologies & e-business",,www.systechusa.com,systech@systechusa.com
"Systems & Software,
Mumbai","Website: www.systsoft.com Email:
systsoft@vsnl.com","System Design, Software Development and On-going
Software Maintenance Services on IBM AS/400
(iSeries 400) platforms; using RPG, Synon/2E,
COOL:2E, JAVA and COBOL languages and DB2
relational data base. Off-shore and On-site services",,www.systsoft.com,systsoft@vsnl.com
"Systems America (India) Pvt.
Ltd., New Delhi","Website: www.systemsamerica.com Email:
saindia@systemsindia.com","Implementation, Staff Augmentation, Outsourcing,
Consultancy",,www.systemsamerica.com,saindia@systemsindia.com
"Systems Plus (Pvt )Ltd
Specialisation:
Location: Mumbai","Website: www.splusl.com Email:
nikunj@spluspl.com","MRP, ERP, Customising Tailormade information
systems",,www.splusl.com,nikunj@spluspl.com
"Systime Computer Systems
(I) Pvt. Ltd., Mumbai","Email:
rd.grover@cms.sprintrpg.ems.vsnl.net.in","Software development on AS/400, Open systems,
JDEdwards, GUI business applications, HRMS
solution, Smart Card / Touch Screen",,,rd.grover@cms.sprintrpg.ems.vsnl.net.in
"Talisma Corporation Pvt Ltd,
Bangalore","Website: www.talisma.com Email:
pradeeps@talisma.com","E-CRM product, e CRM consultancy, e CRM
outsource service",,www.talisma.com,pradeeps@talisma.com
"Tally Solutions Pvt Ltd,
Bangalore","Website: www.tallysolutions.com Email:
bharat@tallysolutions.com","Business management software, technology R&D,
products creation",,www.tallysolutions.com,bharat@tallysolutions.com
"Tanning Technology (India)
Pvt Ltd, Hyderabad","Website: www.tanning.com Email:
aur@tanning.com","E-commerce, E-CRM, Core operations solutions",,www.tanning.com,aur@tanning.com
"Tarang Software
Technologies, Bangalore","Website: www.tarangtech.com Email:
revathik@tarangtech.com","Wireless pratice, Web application, eCRM, Financial
services, ASPs, Portals, B2B exchange",,www.tarangtech.com,revathik@tarangtech.com
"Tasaa Netcom Private
Limited, Mumbai","Website: www.tasaa.com Email:
tne@tasaa.com","Web Technologies / Internet / Intranet, ERP
Solutions, Data Capture Services, Web Servers,
System integration, Training, Turnkey Projects, Data
conversion, Consultancy, Packaged Software, Data
Processing",,www.tasaa.com,tne@tasaa.com
"Tata Autocomp Systems Ltd,
Pune","Website: www.tacogroup.com Email:
nanturkar@tacogroup.com","Computer aided design, Computer aided engineering,
Styling",,www.tacogroup.com,nanturkar@tacogroup.com
"Tata Consultancy Services,
Mumbai","Website: www.tcs.com Email:
ram@mumbai.tcs.co.in","Financial services - banking, insurance, securities,
Manufacturing industries and retail,
Telecommunications, Transport and government",,www.tcs.com,ram@mumbai.tcs.co.in
"Tata Elxsi (India) Ltd.,
Bangalore","Website: www.tataelxsi.com Email:
mdev@tataelxsi.co.in","Visual Computing - Modeling, Medical Imaging,
Simulation, Networking, Communications, Internet,
Intranet, Groupware, Systems Development (DSP,
VLSI, VHDL, Audio / Video Codecs, Storage
Management), Design & Engineering Services - CAD
/ CAM / CAE",,www.tataelxsi.com,mdev@tataelxsi.co.in
"Tata Infotech Ltd., Mumbai",Website: www.tatainfotech.com Email:,"Offshore software development, Systems Integration,",,www.tatainfotech.com,
,suresh.raisinghani@tatainfotech.com,"Education and Training (TULEC), Hardware
Manufacture, Development and Marketing of products
- hardware and software",,,
"Tata Interactive Systems,
Mumbai","Website: www.tatainteractive.com Email:
manoj@tis.co.in","Education and Training - Web content development,
CD-ROM publishing, Multimedia, Web technologies,",,www.tatainteractive.com,manoj@tis.co.in
Company,Contact Address,Specialization,,,
,,"Internet, Intranet, E-commerce",,,
"Tata Internet Services Ltd,
Mumbai",Email: madhavan@tataisp.com,"Internet services provider, E-commerce, application
service provider",,,madhavan@tataisp.com
"Tata Technologies Limit ed,
Pune","Website: www.tatatechnologies.com Email:
ttil@tata.com",Manufacturing and Distribution - ERP and CAD/CAM,,www.tatatechnologies.com,ttil@tata.com
"TCG Software Services Pvt.
Ltd., Calcutta","Website: www.tcg-software.com Email:
veers@del2.vsnl.net.in","Web, mainframe and client-server technology,
Customized software development, Migrating legacy
applications and Information system planning, Project
Management : Onsite and offshore",,www.tcg-software.com,veers@del2.vsnl.net.in
"TCIL BellSouth Ltd., New
Delhi","Website: www.tbladm.com Email:
tbl@vsnl.com","Telecom Operation Support Systems, Network
planning for Telecom Network, Customised Software
products and Implementation Services",,www.tbladm.com,tbl@vsnl.com
"TCT Technical Training
(India) Pvt. Ltd., Kolkata","Website: www.digitalthink.com Email:
anjang@digitalthink.com","Multimedia, Self Paced Training, Internet, Lan, Wan
and Telecommunication",,www.digitalthink.com,anjang@digitalthink.com
"Technecall.com Services Pvt
Ltd, Mumbai","Website: www.technecall.com Email:
jdgupta@technecall.com","Technical support, implementation of multi-channel
communication, CRM, management of operational
performance",,www.technecall.com,jdgupta@technecall.com
"TECHNOPARK, Trivandrum","Website: www.technopark.org Email:
technopark@vsnl.com","Technopark is specialised in providing Quality
Infrastructure & Support Services for IT companies",,www.technopark.org,technopark@vsnl.com
"Technovate Data And
Services Pvt. Ltd., New Delhi",Email: prashant.sahni@ebookers.com,"IT Enabled Services, Data Processing, telesales,
Infrastructure Monitoring, Content & Software
Development",,,prashant.sahni@ebookers.com
"Techquest India Ltd.,
Hyderabad","Website: www.tqindia.com Email:
kamal@tqinc.com","Distributors of Visual Information Manager based
products",,www.tqindia.com,kamal@tqinc.com
"Techsar Technologies Pvt
Ltd, Bangalore","Website: www.techsar.com Email:
kerur@techsar.com","ASP Enablers, Contract Management",,www.techsar.com,kerur@techsar.com
"TechSpan India Ltd., Noida","Website: www.techspan.com Email:
harsh.lohit@india.techspan.com","Web Enabled Enterprise Applications (WEEA),
Telecom Network Management Systems (TNMS),
Solutions (Customer Relationship Management)",,www.techspan.com,harsh.lohit@india.techspan.com
"Tektronix Engineering
Development (I) Ltd.,
Bangalore","Website: www.tek.com Email:
ashok.kapoor@tek.com","Micro Processor Support for Logic analysers, Internet
Printing, System Software, Film Editors",,www.tek.com,ashok.kapoor@tek.com
"Tele Atlas India Pvt Ltd,
Noida","Website: www.teleatlas.com Email:
Philippe.Funcken@Teleatlas.com","GIS (Digital Mapping), Navigation, Software
Development",,www.teleatlas.com,Philippe.Funcken@Teleatlas.com
"Telecommunications
Consultants India Ltd., New
Delhi","Website: www.tcil-india.com Email:
vkumar@tcil-india.com","Telecom Administration Software, Hospital
Administration, Networking, Y2K Solution, Internet
Service Provider",,www.tcil-india.com,vkumar@tcil-india.com
