company_name,Address,Tel,Mob,Fax,Email,fax
105. AKSHAR IMPEX,"B-106, CHITRA APT., S.N. ROAD, TAMBE NAGAR, MULUND WEST, MUMBAI 400080",,"9920964111,",,akshay@aksharimpex.in,
106. AKSHAYA EXPORT AND IMPORT MARKETING,"NO. 18/1, DHAMU NAGAR, SRKV - POST, PRERIYANAICKEN PALAYAM - 641020",,"9345799488,",,akshayasmarketings@gmail.com,
107. AL WARITH BLUE DIMOND GENERAL TRADING PRIVATE LTD,"NO.4, FIRST FLOOR, THIMMAIAH ROAD QUEENS ROAD 560051",,"9900185158,",,bluediamondimpex@gmail.com,
108. AL YAZID INTERNATIONAL,"PLOT NO 142 A, DOOR NO 7, 618, MADURAI 625019, TAMILNADU |  |",,"9655295689,",,alyazid international@gmail.com,
"109. ALL SEASONS TRADING COMPANY,","NO. 13/6, EAST STREET, NEELASANDRA,BENGALURU, KARNATAKA-560 047 |  |",,"8660662657,",,hello@theastc.com,
"110. ALPHA ONE EXPORTS IMPORTS,","NO. 152, BASEMENT, 3RD CROSS, VIDYAGIRI LAYOUT, NAGARABHAVI, BANGALORE 560072",,"6362537335,",,Anoop.patil16@gmail.com,
111. ALTIUS CUSTOMER SERVICES PVT LTD,", K-104, TOWER NO 6, INTERNATIONAL INFOTECH PARK, VASHI RAILWAY STATION-400703,",,"9820517741,",,akil.m@altius.cc,
112. AMACO IMPEX PVT LTD,"57/2538, 1ST FLOOR, KARIKODE WARRIAM, WARRIAM ROAD, MANGALA LANE, COHIN-682016",,"9847033314,",,amacoimpex09@yahoo.in,
"113. AMMANI FOOD PRODUCTS,","ANNAI NAGAR SORATHUR POST, THURAIYUR TALUK, TIRUCHANAPALLI TAMILNADU-621010 |  |",,"9965599935,",,ammanifoodproducts@gmail.com,
"114. ANJANAYE ENTERPRISE,","PLOT NO 59/60 WARD NO. 16, AHOKA PALACE, NEW PARASIA COLONY, KHIRSADOHMAL, CHHINDWARA, MADHYA PRADESH",,"7987191698,",,anjanayeent@gmail.com,
"115. ANNA EXIMS,","18/1 VEERAPANDIAN NAGAR, FIRST STREET, CHENNAI TAMILNADU-600094 |  |",,"8939313144,",,ganapathyntrjn@yahoo.com,
"116. ANNAPOORNESWARI EXIM,","KALYANI, VAYALAR, CHERTHALA-688536  |",,"9446512502,",,annapoorneswariexim@gmail.com,
117. ANOMA SPICES LLP,"HOUSE NO. 2, VIJAYANAGAR LAYOUT, MUGATAGERI, PONNAMPET, KODAGU - 571 216 KARNATAKA,  |",,"9845140060,",,aiyappa@anomaspices.com,
"118. ANOZZI VENTURES LLP,","DOOR NO. 28/292/2, C H PLAZA, PERINTHALAMANNA, MALAPPURAM, KERALA – 679322,",,"9645410221,",,nineexperts@gmail.com,
"119. ANSAR OIL INDUSTRIES,","V/451-B, KURICHIPADAM ROAD, NALA MILE, ERUMATHALA P.O. ALUVA ERNAKULAM, KERALA-683112 |  |",,9446006601,,ansaroil05@gmail.com,
120. ANUTATI EXIM PRIVATE LIMITED,", 93/47-2, 13TH CROSS, 3RD MAIN, VYALIKAVAK, BENGALURU - 560003",,"9845578935,",,srinivas@anurati.ch,
121. APEX INDUSTRIES,"RANJUA CO OPERATIVE SOCIETY, AHMEDABAD NATIONAL HIGHWAY NAVAGAM, RAJKOT, GUJAARAT - 360003",,"9825473074,",,info@theapex.co.in,
122. APOLLO INGREDIENTS INDIA PVT LTD,", A1/6 NALANDA PUSH, MITTAL ENCLAVE, SECTOR2, NAIGAON EAST, PALGHAR - 401202  |",,7498039607,,Love@appolloingredients.com,
123. ARJUNA NATURAL PVT LTD,", 9 354 BANK ROAD, ERNAKULAM, KERALA – 683101",,9702055966,,mail@arjunanatural.com,
124. AROMAS N BLENDS PVT LTD,", D7 NOOTAN NAGAR, NR RLY STATION, BANDRA WEST, MUMBAI - 400050",,"982007940,",,malwani58@gmail.com,
"125. ARS ENTERPRISES,","168, 18TH MAIN, BTM 2ND STAGE, BANGALORE, KARNATAKA - 560 076",,"6364364534,",,admin@eximproviders.com,
"126. ARULJOTHI ENTERPRISES,","45, VASUKI STREET, EAST TAMBARAM, CHENNAI, KANCHIPURAM, TAMIL NADU 600059",,"9486092829,",,aksharbioscience@gmail.com,
"127. ARUMA MARKETING,","PLOT NO. 36, FLAT G1, ASHTALAKSHMI NAGAR, 2ND MAIN ROAD, ALAPAKKAM, CHENNAI- 600058.",,"9788731427,",,Aruma.marketing@gamil.com,
"128. ASHIRWAD EXPORTS,","2/282, 2ND MAIN ROAD, ARK NAGAR, PANAYAKURICHI POST, TIRUCHANAPALLI - 620010 TAMILNADU,  |",,"9677775626,",,ashirwadexportsind@gmail.com,
"129. ASHVIK TRADERS,",H.R. SPLENDIDIO APRATMENT NO. 655 S4 12TH MAIN COFFEE BOARD LAYOUT - 560 024  |,,9591617676,,srikath.jayashankar@ashviktraders.com,
"130. ASHWIN ENTERPRISES,","25 GARIB SETH CHAWL, GHATJOPAR EAST LAXMIAUG, MUMBAI, MAHARASTRA-400077",,"9820119145,",,info@ashwinet.com,
131. ASHWINI ENTERPRISES,"KARKANAHALLI, MALLENAHALLI POST, BINDIGA G, CHIKMAGALUR KARNATAKA - 577131",,"7676611796,",,ashwini_@hotmail.com,
"132. ASN TRADERS AND CO,","NO1 GROUND FLOOR M 54 1ST MAIN ROAD, BESANT NAGAR CHENNAI 600090",,"9884053218,",,asntradersandco@gmail.com,
"133. ASRITA EMTERPRISES,","35/38 SRI KANDA VILAS, CO-OPERATIVE COLONY, ALWARPET, CHENNAI, TAMILNADU-600018  |",,"9176422399,",,Shanthi.nandakumar@gmail.com,
134. ATTAPPADY COOPERATIVE FARMING SOCIETY LIMITED,", NOP637, AGALI, PALAKKAD, KERALA-678581",,"9061540541,",,acfsagali@gmail.com,
"135. A TWO EXPORTS,","NO. 250, UNIVERSITY COLONY, PALKALAI NAGAR, PALAVAKKAM, CHENNAI - PIN 600041",,"9176437707,",,arthi.katwoexports.com,
136. AVAAP GLOBAL TRADE PRIVATE LIMITED,", B603, CRYSTAL PLAZA, OPP INFINITY MALL, ANDHERI WEST, MUMBAI, MAHARASTRA - 400064",,992012569,,oswaltradingexports2@gmail.com,
137. AVIFAUNA IMPEX PRIVATE LIMITED,", 9/4, VEERAVLLI, ANATHAPALLI VILLAGE, WEST GODAVARI, ANDHRA PRADESH-534111",,"9490262727,",,contact@avifauna-impex.com,
"138. AVKASH INTERNATIONAL,","G-14, M.K. IND SONAWALA CROSS ROAD, NO. 2 GOREGAON EAST MUMBAI MAHARASTRA - 400063",,9821596454,,takwani.Akash@gmail.com,
139. AWIT INNOVATIONS PRIVATE LIMITED,", 3 140 CHOUDLU VILLAGE, SOMWARPET TALUK, KODAGU DISTRICT, KODAGU, KARNATAKA - 571236",,"9448648099,",,awitinnovation@gmai.com,
140. A WORKS TASTE PRIVATE LIMITED,", 419 420 4TH FLOOR, VIPUAL PLAZA,GOLF COURSE ROAD, SECTOR HARYANA - 122011",,"9315711368,",,jughoon@aworks.com,
"141. AYUSH GLOBAL IMPEX,","AYUSH TOWER, FIRST FLOOR, 208 AGASTHIAR STREET, ALWARTHIRUNGAR, CHENNAI-600087",,"9962509165,",,ayushfoods@gmail.com,
"142. AZAD OVERSEAS CONSULTANTS,","PILLAR NO. 141, ABOVE HDFC BANK, RAJENDER NAGAR, ATTAPUR, HYDERABAD - 500030  |",,9160314401,,azadoverseas01.info@gmail.com,
"143. AZKA IMPORT EXPORT COMPANY,","16-1-57/21 SHAH COMPLEX, BENDOORWELL KANKANADY, MANGALORE, DAKSHIN KANNADA, KARNATAKA-575 002 |  |",,"8951665544,",,Info@azkaimpex.com,
"144. B.S. ENTERPRISES,","29/44 VELLAIYAMPALAYAM, AYYAMPALAYAM POST, KODUMUDI ERODE - 638151,  |",,"9840288278,",,beesentp@gmail.com,
"145. BAAKAAD COFFEE,","OPP TO NETHAJI SCHOOL, BALLAMAVATI, MADIKERI, KODAGU - 571214, |  |",,6364627727,,veereshbb1992@gmail.com,
"146. BAFNA CORPORATION,","C.S. 1826, GURUWAR PETH, TASGAON, MAHARASHTA-416312 |  |",,7744049351,,bafnacorporation1755@gmail.com,
"147. BANSI TRADERS,","1ST FLOOR, NAGAR PALIKA SHOPPING CENTRE, TALAJA ROAD, PALITANA BHAVANAGAR, GUJRAT-364270 |  |",,8866394052,,bansi0004@gmail.com,
148. BASILBLOOMS INTERNATIONAL PRIVATE LIMITED,", SHOP NO. 6 FIRST FLOOR, TOWER - B,FORTUNE GLORY, B/H BILLABONG INTERNATIONAL SCHOOL, VADSAR ROAD, VADODARA, GUJARAT-390010",,"9824380979,",,Admin@basilblooms.com,
"149. BCV GLOBAL VENTURE LLP,","OOTY 11E UNIT, 478 HILL COUNTY, BACUPALLY HYDERABAD, TELANGANA-500090",,"7738484369,",,bcvglobalventures@fmail.com,
150. BEACHVILLE COFFEE PRIVATE LIMITED,", 64, 4TH STREET, ABHIRAMAPURAM, CHENNAI, TAMILNADU-600018",,"9902477244,",,Dj.ceg05@gmail.com,
"151. BEAN AND BEYOND,","1ST FLOOR, 3291, SHREE KRISHNA RAJENDRA RD,19TH CROSS,BSK 2ND STAGE, BANGALORE-560070 KARNATAKA - 560 070",,"9880903878,",,beanandbeyond@gmail.com,
"152. BEAN PARADISE TRADERS GROUND,","FLOOR NO. 522, MANDEV FARM GOLF CLUB ROAD, ALLAMPURA KAIMARA POST CHIKKAMAGALURU-577131 |  |",,8722841347,,info.beanparadisetraders@gmail.com,
"153. BELAGODU COFFEE TRADERS,","KANNAGRE VILLAGE, MUDIGERE-577113",,"9448007092,",,Brnatesh15@gmail.com,
"154. BENZ EXPORTS,","5 SATYA NIWAS, PERIN NARIMAN STREET FORT MUMBAI 400 001 MAHARASTRA",,"9867089053,",,info@benzexports.com,
"155. BERKO TRADING,","13/102, MHADA COMPLEX ,102 49 13 OSHAWARA UTSAV CHS LTD., NEW LINK ROAD, MHADA COMPLEX ANDHERI WEST, MUMBAI-400047",,"9820402280,",,berko.coffee@gmail.com,
156. BHAVA FOOD AND RESEARCH LABS PRIVATE LIMITED,", NO-16 15TH CROSS, 100 FEET RING ROAD, J P NAGAR 4TH PHASE, BANGALORE- 560078",,"8147209355,",,Bharath@bhavaearth.com,
"157. BIO FACTOR INDIA BEVERAGES LLP,",C B 50 2 C B 50 2 NADIAD 387001 GUJARAT,,"9824047714,",,biofactorindia@gmail.com,
158. BIO MED INGREDIENTS PRIVATE LIMITED,", NO 21 RANGHAVEE ESTATE, VASCO 403 806 GOA  |",,"8806668458,",,sebastian@biomedingredients.com,
159. BIORHYTHM AGRO RESEARCH PVT LTD,", 8/334, ANHANNIKUNNU NEERVARAM, PANAMARAM, WAYANAD, KERALA-670721 |  |",,"9544400102,",,Biorhythmwayanad@gamil.com,
160. BIRCHFIELD COFFEE PRIVATE LIMITED,", NO.30, 5TH SYNDICATE BANK COLONY, BANASHANKARI 3RD STAGE BANGALORE 560085",,"9884036009,",,mohan@houseofcoffee.in,
161. BLAN COFFEE CURERS PRIVATE LIMITED,", 24/40 KIADB INDUSTRIAL AREA, KUDLUR KUSHALNAGAR, KODAGU, KARNATAKA-571231  |",,"9448005764,",,blancofy@gmail.com,
"162. BLOSSOM TRADING AND EXPORTS,",ELUPILIKATTU BUILDINGS POOVATHODU BHAARANANGANAM KOTTAYAM-686578,,"9961673599,",,- andrewjose55@gmail.com,
163. BOLAS AGRO PRIVATE LIMITED,", GROUND FLOOR, BLOCK NO. K-56,",,"9845084010,",,mail@bolas.co.in,
"164. BOMBAY BITE EXPORT,","BSDTUPOOJS SPPSTMRNY ,MEGHANA PARK CITY LIGHT SURAT - 395007",,9825267685,,exporter.coffee@gmail.com,
"165. BOSE IMPORT EXPORT,","17-135/1, AZHAKANAR KOTTA VILAI, MARKET ROAD, COLACHEL, KNAYAKUMARI, TAMILNADU-629251,  |",,"9443962548,",,boserccf@gmail.com,
"166. BOVEMFIG,","46, P.M. SWAMY COLONY, 1ST STREET, ROVERTSON ROAD, COIMBATORE-641002",,"9597154962,",,bovemg@gmail.com,
167. BRAHMINS FOODS INDIA PVT LTD,", IX 584 MINI INDLIX, IDUKKI DISTRICT KERALA",,"685584 91 / 4862 223561, / 223555,",,md@brahminsgroup.com,
"168. BRIARES OVERSEAS TRADING LLP,","11TH MAIN ROAD, BINNY LAYOUT, 2ND STAGE NAGARABHAVI, VIJAYANAGAR, BENGALURU",,"9880154303,",,shetty007in@yahoo.co.in,
"169. BRIH ,","NO.2, 4TH MAIN ROAD, VASANTHA NAGAR BANGALORE, -  |",,"9845070342,",,manojkushalappa@yahoo.com,
"170. BSR OVERSEAS LLP,","OFFICE A 309 GROMA, HOUSE PLOT NO 14C, SECTOR 19 VASHI, NAVI MUMBAI THANE MAHARASHTRA |  |",,9571425303,,info.@bsroverseas.com,
"171. CALIX IMPEX INTERNATIOANL,","100 A, PALANISAMY COLONY,",,"9952095941,",,caliximpex@yahoo.com,
172. CAMEO HEALTH CARE (INDIA) PRIVATE LIMITED,", S1 PLOT NO. 9, S.NO.115/2 PART AND 158/1 PART, MADHUBANSHIP, ALTO TORDA, ALTO PORVORIM, BARDEZ, NORTH GOA",,"9321028728,",,sales@cameohealthcare.com,
"173. CANVAS VENTURES,","FIRST FLOOR FLAT NO. 7, SAI PRIYA APARTMENTS, VIVEKNAGAR KUKATPALLY HYDERABAD",,"8886670415,",,canvasventures99@gmail.com,
"174. CARTEL TOBACCOS,","D. NO.18-36/1 JAGUPALEM,CHILAKALURIPET, GUNTUR, ANDRAPRADESH-522616",,"9160398999,",,exports.coffee@gmail.com,
175. CASA DE FENI PRIVATE LIMITED,", H NO. 1/78A, GAURA WADDO,NEAR LE- MERIDIEN HOTEL, CALANGUTE",,"9820032214,",,casadefeni@gmail.com,
"176. CENTURY IMPEX GLOBAL BUSINESS HUB, OFFICE NO. 701, 7TH FLOOR, SURVEY NO. A/1A, OPP. EON IT PARK, NEXT TO WTC,","KHARADI PUNE – 411014,",,"9730014713,",,centuryimpex701@gmail.com,
177. CEVES AGRO FOOD PRODUCTS PVT LTD,", 5 VAISHALI SOCIETY5 VAISHALI SOCIETY, BARODA 391110 GUJARAT",,,,nilang@cevesgroup.com,
"178. CHAIVALA ENTERPRISES,","VRAJRAJ 301 AIRPORT ROAD,GIT GURJARI SOC MAIN ROAD, RAJKOT, GUJARAT",,"8866675508,",,chaivalaenterprise@gmail.com,
179. CHAMY EANGINEERING AND LUBRICATIONS PRIVATE LIMITED,", A202 PRIDE PRESIDENCY LUXURIA, GHODBUNDER NEAR TO RAMALL MANPADA THANE WEST",,"9920337763,",,chetan@chamyengg.com,
"180. CHEMICAL RESOUCES,",3A INDUSTRIAL AREA,,"9814004746,",,pawan@chereso.net,
181. CHENAB IMPEX PRIVATE LIMITED,", J 1A ANSA INDUSTRIAL ESTATE, SAKI VIHAR ROAD SAKINAKA,ANDHERI MUMBAI 400072 MAHARASTRA,",,"9167333652,",,anil@chenabimpex.com,
"182. CHIKMAGLUR COFFEE AGENCIES,","1ST FLOOR, KHADER COMPLEX,MG ROAD, CHIKKAMAGALURU, KARNATAKA,",,"9844077150,",,aslammbg@yahoo.co.in,
183. CHILLIBREEZE SOLUTIONS PRIVATE LIMITED,"SOFTWARE TECHNOLOGY PARKS OF INDIA,NEAR LUMJINGSHAL, LAWMALI, SHILLONG EAST KHASI HILLS, MEGHALAYA,",,"9862569658,",,Rb@chillibreeze.com,
184. COSMIC LIGHTS MARKETING PRIVATE LIMITED,", 17/575-3 VICTORIA COLLEGE ROAD,NEAR MOYANS SCHOOL DAIRA STREET, DAIRA",,"9747397239,",,Ershad.mm85@gmail.com,
"185. CP FOODS,","52, SOUTH CAR STREET VIRUDHUNAGAR, TAMILNADU,",,"9842169448,",,cpfoodsindia@gmail.com,
186. CRAVIUM GOURMET PRIVATE LIMITED,", PLOT NO N-6,PH-IV, VERNA INDUSTRIAL ESTATE, VERNA, SOUTH GOA,",,"9953282296,",,Rahul@cravium.co,
"187. CROSS WORLD IMPORTS AND EXPORTS,","NO. 46 FIRST FLOOR 3 A CROSS, THAVAREKERE MAIN ROAD, BANGALORE  |",,"9538289595,",,dhartishah.ipattorney@gmail.com,
"188. CRYSTAL OVERSEAS,","A/64, ORCHID TOWER, YAMUNA NAGAR, LOKHANDWALA, ANDHERI WEST, MUMBAI,",,"9930525070,",,devansh@crystalimpex.net,
189. CRYSTAL TEA (INDIA) PVT LTD,", 3A, POLLOCK STREET, KOLKATTA, WEST BENGAL,",,"9994491976,",,virall@crystaltea.in,
190. CYMBIO PHARMA PRIVATE LIMITED,", NO.23/4 NH.7 VENKATALA,YELAHANKA, BANGALORE - 560 064 KARNATAKA,  |",,"9591031319,",,accountscymbio@karleground.com,
"191. D G MASALA KRAFT,","PLOT NO. 87A E1 BLOCK,ALAHI BAUG 75 ABDUL REHMAN STREET, MANDAVI MUMBAI MAHARASTRA,",,"9819566446,",,dgmkraft@gmail.com,
"192. DAILYMART RESOURCES ENTERPRISES,","278 MAIN ROAD, THIPPUVANAM PUDURM SIVAGANGA,",,"9894893077,",,Dailymart2016@gmail.com,
193. DAXEN AGRITECH INDIA PRIVATE LIMITED,", 120 DIC IDUSTRIAL AREA, BADDI DIST, SOLAN, HIMACHAL PRADEDH,",,"9805802020,",,Jeffreyching@dxn2u.com,
"194. DECCAN COFFEE CURERS,","BYLAHALLI RAOD, KANDALI, HASSAN, KARNATAKA,",,"9900556101,",,Deccannagaraj@gmail.com,
195. DECCAN GRAINZ PRIVATE LIMITED,", PT NO 31 SANTHOSHIMATA COLONY RD, HYDERABAD 500079 TELANGANA,",,"8801577471,",,operations@deccanrice.com,
"196. DEV IMPEX,","60, PREMAVATHY NIVAS,TULASI LAYOUT, NEAR SJR APARTMENTS, KASAVANAHALLI, BANGALORE |  |",,9845065757,,pradasam_devaraj@yahoo.co.in,
197. DEVANS SOUTH INDIAN COFFEE & TEA (P) LIMITED,", 131 KHANNA MARKET , LODI COLONY NEW DELHI - 110 003,",,"9810775464,",,devkeshav@hotmail.com,
"198. DEVI OVERSEAS,","A- 502, RATNAAKAR NINE SQUARE,OPP KESHAV BAUG PARTY PLOT VASTRAPUR, AHMEDABAD, GUJARAT, |  |",,"9925719193,",,admin@devioverseas.in,
199. DHARANI INTERNATIONAL PRIVATE LIMITED,"3-4-900, 2ND FLOOR, SATYA NAGAR, NEAR FEVER HOSPITAL, O U ROAD, BARKATPURA, HYDERABAD",,"9949676725,",,Gdinesh17j@gamil.com,
200. DICKSONS MULTI TRADE PRIVATE LIMITED,", SY NO 7/2 KUNDHA VILLAGE HATUR POST GONIKOPPAL VIRAJPET TALUK SOUTH COORG KODAGU,",,"9482380839,",,Bopanna79bops@gmail.com,
201. DR. P. ALIKUTTYS KOTTAKKAL AYURVEDA,"PHARMACY,CHANGUVETTY, EDARIKKODE, MALAPPURAM",,"9744444179,",,iqbalpakada@gmail.com,
202. DROP KAFFEE FOOD AND BEVERAGES PRIVATE LIMITED,", NO. 470A DSMR BUILDING 4TH MAIN ROAD 8TH BLOCK ADUGODI ROAD BANGALORE KARNATAKA",,"8197109721,",,deepak.kumar@slay.coffee,
203. EGAINT AGROCONNECT PVT LTD,", FL-902, HYDE PARK TOWER A, S NO. 587, MARKET YARD, PUNE |  |",,"9923103107,",,prashant@egiant.in,
204. ELTEX MARKETIMG SERVICES PRIVATE LIMITED,", NO 1200, MARSHALLS ROAD, EGMORE, CHENNAI, TAMILNADU |  |",,"9840048290,",,admin@eltexmarketing.net,
205. ENCORA GEMILANG PRIVATE LIMITED,", FL NO 17, NO4, PARK VIEW APTS, PRAKASAM ROAD, T NAGAR, CHENNA",,"9566217995,",,surajrajendran6@gmail.com,
"206. EPIC PIRVEUORS,","X/610, KALLAR RAMAKKALMEDU ROAD, KALLAR P.O, IDUKKI KERAL",,"9447315355,",,Jaysocffee75@gmail.com,
"207. EPOCH EXPORTS,","254/5 NEW NO. 5/1517 THANGAPPANAGAR, KOVILPATTI TUTICORIN TAMILNAD",,"8870061125,",,epochexports@gmail.com,
"208. ETHARO,","NO. 743 GROUND FLOOR, MUKHYA PRANA, BEHIND HMS SCHOOL, TUMAKURU, KARNATAKA",,"9880909867,",,exporter.coffee@gmail.com,
"209. ETHIOS INC,","688, VILLAGE PALDI KANKAJ, DASKROIAHMEDABAD, AHMADABAD, GUJARAT",,"9898987079,",,ethios.coffee@gmail.com,
210. EUROSEA PRIVATE LIMITED,", NO.28, 2ND FLOOR, 3RD CROSS VHBCS COLONY, MAHALAKSHMIPURAM, BANGALORE",,"9448354908,",,sr@eurosea.in,
"211. EVERGREEN EXPORTS,","7/480, TWO ROAD, KIZHAKKE KALLADA KOLLAM, KERALA |  |",,"9447894906,",,Evergreenklm.coffee@gamial.com,
"212. EVOLVING ROOTS LLP,","10TH FLOOR, 1003 NORTH BLOCK ONE 42 VATIKA ISCON AMBLI ROAD, AHMEDABAD",,"9924239414,",,mitesh@evolvingroots.co,
"213. EXPOGS,","E BLOCK, HOUSE NO 100, NEARBY UDAY UPAVAN SORKHA,VISHNU NAGAR PART -2 SECTOR 115, SORKHA JAHIDABAD, GAUTAM BUDDHA NAGAR UTTAR PRADESH |  |",,"9654876361,",,vinitk2010@yahoo.in,
"214. EZHIL FOODS,","82, CHARTHRAM STREET TUTICORI",,9789337719 |,,senthilv88@yahoo.com,
215. FABINO LIFE SCIENCES LIMITED,", 105, 1ST FLOOR, BARODIA TOWER, PLOT NO. 12 PRASHANT VIHAR, NORTH WEST DELHI",,"7071523333,",,info.fabino@gamil.com,
"216. FALCON INTERNATIONAL,","C/104,PANKAJ KAMAL APARTMENT, SHANKAR LANE,",,"9820122277,",,falcon@falconcutlery.com,
217. FARMART SERVICE PRIVATE LIMITED,", 5/1143 VIRAM KHAND, GOMTI NAGAR EXTENSION, LUCKNOW, UTTAR PRADESH,",,"8637226272,",,alekh@farmart.co,
"218. FARMGATE COFFEE,","45/2 MS OFFICE, COLLEGE ROAD, NUNGAMBAKKAM CHENNAI – 600006,",,"7373736136,",,admin@rmsinfra.in,
"219. FARMLINK AGRI DISTRIBUTION AND MARKET LINKAGE,","P L 1202, 12TH FLOOR, TOWER 3, IBFC ,S.B.MARG, ELPHINSTONE ROAD, MUMBAI, PIN-400013",,"9885101870,",,admin@farmlink.in,
220. FAZLANI EXPORTS PVT LTD,", GEN 32 M I D C THANE 400710 MAHARASHTRA KERALA",022 6644 5555E |,,,info@fazlani,
"221. FOCUS TRADING ENTERPRISES,","ROOM NO. 1, AMMA MANSION NO. 60/71, CNK ROAD, CHEPUK CHENNAI",,"9445319702,",,focustrading2008@gmail.com,
222. FOODFIX TECHNOLOGY PRIVATE LIMITED,", RUKMA COMPLEX 1ST FLOOR, KALIDASA ROAD, VV MOHALLA MYSURU",,"9742720776,",,info@foodxtech.com,
223. FORTHAND GLOBAL PRIVATE LIMITED,", 1001 SHITIRATNA 10TH FLOOR PANCHAVATI ELLISBRIDGE AHMEDABAD GUJARAT 380006,  |",,9227111199,,forthandglobal@gmail.com,
"224. FORTUNE ASSOCIATION ,","19/364, CHAVARA MURI, CHAVARA-B PO, KOLLAM, KERALA – 691583, |  |",,"9747699747,",,fortuneassociates@live.com,
"225. FOUR SEASONS TRADING,","1011, UNIVERSAL MAJESTIC, GHOTKOPAR MANKHURD LINK ROAD, CHEMBUR WEST, MUMBAI",,"9967299933,",,doc.deepa7481@gmail.com,
"226. FRESH OOO,","ASHOK LAND, INDUSTIAL NAGAR P.O. CHANGANCHERRY, KERALA,  |",,"8943209277,",,reebaandassociates@gmail.com,
"227. FRESHROOTS EXIM LLP,","46/3, VINAYAGAR KOIL STREET - 9 LIC NAGAR MOOLAPALAM, ERODE, TAMIL NADU",,"9443673999,",,viswanathansde@gmail.com,
"228. FRONTLINE ENTERPRISES,","NO. 15/54, GANDHI ROAD, ALWARTHIRU, CHENNAI",,"9345335453,",,sgeximsolutions@gmail.com,
"229. FS INDIA,","NO. 28,29 GOPINATH 3RD MAIN ROAD,S.N. NAGAR VETTUVANLKENI CHENNAI 600115  |",,"9840494455,",,fsindiafoods@gmail.com,
230. FYLORADIX BIONATURALS PRIVATE LIMITED,", NO.2, SY NO. 77/1, NIKHIL ENCLAVE, RTO ROAD, SINGANAYAKANAHALLI, YELAHANKA, BANGALORE  |",,"9663377993,",,geo@fyloradix.com,
"231. G EXPORT,","PLOT NO. 131/A, ANNA NAGAR 8TH STREET, MADIPAKKAM CHENNAI",,"9840194597,",,gexport2020@gmail.com,
"232. GAINT INTERNATIONAL,","302, PAREKH MARKET, KENNEDY BRIDGE, OPERA HOUSE MUMBAI",,"9819820551,",,giantgroup2001@gmail.com,
233. GAJANAND FOODS PVT. LTD,", 1ST FLOOR GAJANAND HOUSE OPP. JITENDRA SHOPPING CENTRE, RANNAPARK, AHMEDABAD 380061",,"9879111544,",,Jayesh@gajanand.com,
234. GALAFRU FOODS AND BEVERAGES PRIVATE LIMITED,", 468/43/3 WARD NO 14, 7TH DIVISION KANDAVARA, CHIKKABALLAPURA TALUK |  |",,8884820709,,,
235. GALAXY INTERNATIONAL,39 1170 PEARL C H S MUMBAI 400 075 MAHARASTRA,,"9869164660,",,galaxyint2@gmail.com,
"236. GANAPATHY CC,","149, HIGHWAYS COLONY SUBRAMANIYAPURAM TRICHY TIRUCHIRAPALLI TAMIL NADU",,"9443021406,",,ganapathycc2018@gmail.com,
"237. GANPATI MILLS,","VILLAGE KUTAIL ROAD KARNAL, KARNAL - 132 037",,"8395983287,",,ganpatimillsknl@gmail.com,
238. GATE FOODS PVT LTD,", D34 HIGHWAY APTS PLOT NO 2 D/23 E E HIGHWAY SION MUMBAI",,"9819533778,",,chintan@gatefoods.com,
239. GENUINE COFFEE AND TEA,"982, EDATTUKARAN BUILDING, PATTIKKAD, THRISSUR - 680652 |  |",,80750505,,hello@genuine.coffee,
240. GENUINE SPICES,XII 1346 B MOTHEENKUNNEL BUILDING ERATTUPETTA KERALA 686121 |  |,,"9947951815,",,genuinespices786@gmail.com,
241. GEOGRAPHICAL INDICATIONS TAGGED WORLD PREMIUM PRODUCTS [P] LTD,NO12 3RD 4TH FLOOR BHAKTI BANGALORE 560102 KARNATAKA |  |,,"7676201111,",,info@gitagged.com,
242. GLOBAL HEALTHFIT RETAIL INDIA LLP,"PLOT NO. 208, BLOCK UDYOG KENDRA EXTENSION GREATOR NOIDA GAUTHAM BUDDHA NAGAR UTTAR PRADESH |  |",,"9953843688,",,operations@healtht.in,
"243. GLOBAL POPULAR EXPORTERS,","NO. 3913/3761/1 1ST CROSS, V V ROAD MUSLIM BLOCK, MYSORE, KARNATAKA,  |",,98800 68984,,globalpopularexporters@gmail.com,
244. GLOBAL YESENTIALS,"7/415A AAYARPADI PERIVU ROAD, KATTUKOTTAI  |",,"9787061219,",,globalyesentials2020@gmail.com,
245. GLOBUS GLOBAL TRADE IMPORT AND EXPORT,"H NO 8-2-701, THIRD FLOOR 301, EMPERADO,ROAD NO 12, BANJARAHILLS, HYDERABAD, TELANGANA  |",,"7671086495,",,Syedbasheeruddin96@gmail.com,
246. GLORIFY INDIA EXPORTS,"1437/38, ASHA NIWAS, NEW FOREST PARK, LANE NO- 3A BHUBANESWAR",,"7657060376,",,exporter.coffee@gmail.com,
247. GOODFARMER FOODS LLP,"NALLIKAD ESTATE, POLLIBETTA POST, SOUTH COORG, KODAGU, |  |",,"9845153587,",,sreeram@goodfarmerfoodsin,
248. GOWRI EXPORTS AND IMPORTS,"NO-3 VELAMMAL NAGAR, BHARATHIAR UNIVERCITY POST, COIMBATORE, TAMILNADU",,"9962671368,",,gowriexim07@gmail.com,
